Model_series,Dual Sim,VoLTE,5G,Vo5G,Ram,Battery,Foldable Display,Dual Display,External_Memory,Price,company,Inbuilt_memory,fast_charging,Water Drop Notch,with Punch Hole,Processor_,No _of_Rear,No _of_Front,Primary_rear_camera,Primary_front_camera,Number_of_core,pixal_D,PPI
Note,1,1,0,0,4.0,4000,0,0,512.0,12990,xiaomi,64.0,18.0,1,0,snapdragon,4,1,48.0,13.0,8,2522.8555249954366,400.4532579357836
Note,1,1,0,0,6.0,5000,0,0,1024.0,13999,xiaomi,128.0,33.0,0,0,snapdragon,3,1,50.0,13.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,6.0,5000,0,0,1024.0,14999,xiaomi,128.0,67.0,0,0,snapdragon,4,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,1,6.0,5000,0,0,1024.0,15898,xiaomi,128.0,33.0,0,0,dimensity,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,1,8.0,5000,0,0,1024.0,18377,xiaomi,256.0,33.0,0,0,dimensity,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,1,12.0,5000,0,0,1024.0,20075,xiaomi,256.0,33.0,0,0,dimensity,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,4.0,6000,0,0,1024.0,17990,xiaomi,128.0,67.0,0,0,helio,3,1,50.0,16.0,8,2686.6335812685734,402.79364037010095
Note,1,1,1,0,8.0,5000,0,0,1024.0,17975,xiaomi,256.0,33.0,0,0,snapdragon,3,1,48.0,13.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,0,6.0,5200,0,0,512.0,19999,xiaomi,128.0,33.0,0,0,snapdragon,4,1,108.0,32.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,8.0,5000,0,0,1024.0,15990,xiaomi,128.0,80.0,0,0,dimensity,3,1,64.0,32.0,8,2704.958410031474,401.9254695440526
Note,1,1,0,0,8.0,5000,0,0,512.0,14999,xiaomi,128.0,33.0,0,0,helio,4,1,108.0,16.0,8,2631.8054639353572,409.3010052776606
Note,1,1,0,0,6.0,5020,0,0,512.0,16890,xiaomi,128.0,33.0,0,0,snapdragon,4,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,6.0,5000,0,0,1024.0,15990,xiaomi,128.0,33.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,0,8.0,5000,0,0,1024.0,18390,xiaomi,128.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,398.7584036265693
Note,1,1,1,0,6.0,5000,0,0,1024.0,17990,xiaomi,64.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,6.0,5000,0,0,512.0,15499,xiaomi,128.0,33.0,0,1,snapdragon,4,1,48.0,13.0,8,2631.8054639353572,409.3010052776606
Note,1,1,0,0,4.0,5020,0,0,512.0,15999,xiaomi,128.0,18.0,0,1,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,0,8.0,5080,0,0,1024.0,18499,xiaomi,128.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2686.6335812685734,412.69333045600206
Note,1,1,1,0,6.0,5080,0,0,1024.0,19990,xiaomi,128.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2686.6335812685734,407.0656941316021
Other,1,1,0,0,4.0,6000,0,0,512.0,14990,xiaomi,128.0,18.0,1,0,snapdragon,2,1,50.0,5.0,8,1754.5369759569046,261.871190441329
Note,1,1,0,0,6.0,5000,0,0,512.0,14999,xiaomi,64.0,33.0,0,0,snapdragon,4,1,50.0,16.0,8,2631.8054639353572,409.3010052776606
Turbo,1,1,1,0,12.0,5000,0,0,0.0,23990,xiaomi,256.0,90.0,0,0,snapdragon,2,1,50.0,20.0,8,2973.7760507476014,445.8434858692056
Note,1,1,1,0,8.0,5100,0,0,0.0,22297,xiaomi,128.0,67.0,0,0,snapdragon,3,1,200.0,16.0,8,2973.7760507476014,445.8434858692056
Note,1,1,1,0,8.0,5000,0,0,0.0,28517,xiaomi,256.0,120.0,0,0,dimensity,3,1,200.0,16.0,8,2973.7760507476014,445.8434858692056
Note,1,1,1,0,8.0,5000,0,0,0.0,24990,xiaomi,256.0,150.0,0,0,dimensity,3,1,108.0,32.0,8,2631.8054639353572,390.4755881209729
Note,1,1,1,0,8.0,5100,0,0,0.0,24329,xiaomi,256.0,67.0,0,0,snapdragon,3,1,200.0,16.0,8,2973.7760507476014,445.8434858692056
Note,1,1,1,1,12.0,5000,0,0,1024.0,20048,xiaomi,256.0,33.0,0,0,dimensity,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,0,12.0,5100,0,0,0.0,26479,xiaomi,256.0,67.0,0,0,snapdragon,3,1,200.0,16.0,8,2973.7760507476014,445.8434858692056
Note,1,1,1,0,12.0,5000,0,0,0.0,27990,xiaomi,256.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,0,6.0,5000,0,0,0.0,24890,xiaomi,128.0,67.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,12.0,5500,0,0,0.0,23999,xiaomi,256.0,90.0,0,0,dimensity,3,1,64.0,16.0,8,2973.7760507476014,445.8434858692056
Other,1,1,1,0,12.0,5000,0,0,0.0,29990,xiaomi,256.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,526.0980437651888
Note,1,1,1,0,8.0,5000,0,0,0.0,23990,xiaomi,128.0,15.0,0,0,dimensity,3,1,108.0,32.0,8,2686.6335812685734,400.392486031084
Other,1,1,1,0,6.0,4520,0,0,0.0,22499,xiaomi,128.0,33.0,0,0,snapdragon,3,1,48.0,20.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,6.0,5080,0,0,0.0,27999,xiaomi,128.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2686.6335812685734,407.0656941316021
Note,1,1,1,0,8.0,4980,0,0,0.0,27999,xiaomi,256.0,120.0,0,0,dimensity,3,1,200.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,1,0,8.0,5000,0,0,0.0,23999,xiaomi,256.0,67.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,8.0,4250,0,0,1024.0,24449,xiaomi,128.0,33.0,0,0,snapdragon,3,1,64.0,20.0,8,2631.8054639353572,401.8023609061614
Other,1,1,1,0,6.0,5160,0,0,1024.0,24999,xiaomi,128.0,67.0,0,0,dimensity,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,8.0,5000,0,0,1024.0,23990,xiaomi,256.0,67.0,0,0,helio,3,1,200.0,16.0,8,2631.8054639353572,394.57353282389164
Camon,1,1,1,0,12.0,5000,0,0,0.0,34990,other,512.0,70.0,0,0,dimensity,3,1,50.0,50.0,8,3053.8657468854126,451.0879980628379
Phantom,1,1,1,0,8.0,5160,0,0,0.0,36898,other,256.0,45.0,0,0,dimensity,3,1,64.0,32.0,8,2631.8054639353572,387.03021528461136
Phantom,1,1,1,0,12.0,5160,0,0,0.0,44949,other,256.0,45.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,387.03021528461136
Phantom,1,1,1,1,12.0,5500,0,0,0.0,49990,other,256.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,385.8952293160348
Phantom,1,1,1,1,12.0,5500,0,0,0.0,54990,other,256.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,385.8952293160348
Phantom,1,1,1,0,8.0,4000,1,1,0.0,54999,other,256.0,45.0,0,0,dimensity,2,1,64.0,32.0,8,2852.367437761131,413.3865851827726
Phantom,1,1,1,1,12.0,5500,0,0,0.0,52990,other,256.0,80.0,0,0,dimensity,3,1,64.0,32.0,8,3882.4734384152584,568.444134467827
Phantom,1,1,1,1,12.0,5500,0,0,0.0,59990,other,256.0,120.0,0,0,dimensity,3,1,108.0,32.0,8,3882.4734384152584,570.951976237538
Phantom,1,1,1,0,12.0,5000,1,1,0.0,74999,other,512.0,45.0,0,0,dimensity,3,2,50.0,32.0,8,3044.9328399818605,387.88953375565103
Phantom,1,1,1,0,12.0,5000,1,1,0.0,69899,other,512.0,45.0,0,0,dimensity,3,2,50.0,32.0,8,3044.9328399818605,387.88953375565103
Phantom,1,1,1,0,12.0,5000,1,1,0.0,89990,other,256.0,66.0,0,0,dimensity,3,2,50.0,32.0,8,3044.9328399818605,385.4345367065646
Phantom,1,1,1,0,12.0,5000,0,0,0.0,99990,other,256.0,66.0,0,0,dimensity,3,1,50.0,32.0,8,2796.2174450496514,393.27952813637853
Phantom,0,1,1,0,8.0,4000,1,0,0.0,89990,other,256.0,66.0,0,0,dimensity,1,1,50.0,32.0,8,2741.678318111007,406.17456564607505
Y,1,1,0,0,3.0,4000,0,0,512.0,11990,huawei,32.0,66.0,1,0,snapdragon,2,1,13.0,8.0,8,1681.903683330291,268.6747097971711
Enjoy,1,1,0,0,6.0,5000,0,0,1024.0,12999,huawei,128.0,22.5,1,0,kirin,3,1,50.0,5.0,8,1754.5369759569046,269.1007631835743
Enjoy,1,1,0,0,6.0,6000,0,0,0.0,14990,huawei,128.0,22.5,1,0,kirin,2,1,13.0,8.0,4,1754.5369759569046,259.93140384546734
Nova,1,1,0,0,8.0,4000,0,0,1024.0,19990,huawei,128.0,66.0,0,0,snapdragon,4,1,108.0,16.0,8,2620.867032109794,386.5585593082292
Enjoy,1,1,0,0,8.0,5000,0,0,1024.0,16990,huawei,128.0,40.0,0,0,snapdragon,2,1,108.0,8.0,8,2620.867032109794,391.1741838969842
Y,1,1,0,0,4.0,5000,0,0,1024.0,18499,huawei,128.0,22.5,0,1,kirin,4,1,48.0,8.0,8,2631.8054639353572,394.57353282389164
Nova,1,1,0,0,8.0,4000,0,0,1024.0,19990,huawei,128.0,40.0,0,1,kirin,3,1,64.0,16.0,8,2631.8054639353572,398.7584036265693
Nova,1,1,0,0,8.0,5000,0,0,0.0,24990,huawei,256.0,40.0,0,0,snapdragon,2,1,108.0,8.0,8,2620.867032109794,391.1741838969842
Nova,1,0,0,0,8.0,4500,0,0,0.0,26990,huawei,256.0,66.0,0,0,snapdragon,2,1,50.0,60.0,8,2644.3902888945877,394.68511774546084
Nova,1,1,0,0,8.0,4500,0,0,0.0,24990,huawei,256.0,66.0,0,1,snapdragon,3,1,108.0,32.0,8,2631.8054639353572,394.57353282389164
Nova,1,0,0,0,8.0,5000,0,0,0.0,23999,huawei,128.0,40.0,0,0,snapdragon,2,1,48.0,16.0,8,2620.867032109794,385.42162236908734
Nova,1,1,0,0,4.0,5000,0,0,1024.0,21990,huawei,64.0,22.5,1,0,snapdragon,3,1,50.0,5.0,8,1754.5369759569046,269.1007631835743
Nova,1,1,0,0,8.0,4500,0,0,1024.0,23999,huawei,256.0,66.0,0,0,snapdragon,3,1,108.0,16.0,8,2414.953415699773,362.0619813642838
Nova,1,1,1,0,8.0,4000,0,0,1024.0,29990,huawei,128.0,66.0,0,0,snapdragon,4,1,108.0,16.0,8,2620.867032109794,386.5585593082292
Nova,1,1,0,0,8.0,6000,0,0,256.0,21990,huawei,128.0,22.5,1,0,kirin,2,1,50.0,8.0,8,1754.5369759569046,259.93140384546734
Nova,1,1,0,0,8.0,4500,0,0,1024.0,22990,huawei,256.0,66.0,0,0,snapdragon,3,1,100.0,32.0,8,2631.8054639353572,394.57353282389164
Nova,1,1,0,0,8.0,6000,0,0,512.0,20990,huawei,128.0,22.5,1,0,kirin,3,1,48.0,8.0,8,1754.5369759569046,259.93140384546734
Nova,1,0,0,0,8.0,4000,0,0,0.0,29990,huawei,128.0,66.0,0,0,snapdragon,3,1,50.0,60.0,8,2631.8054639353572,394.57353282389164
Nova,1,1,0,0,8.0,5000,0,0,1024.0,22990,huawei,128.0,40.0,0,0,snapdragon,3,1,50.0,8.0,8,2620.867032109794,391.1741838969842
Y,1,1,0,0,6.0,4000,0,0,256.0,22999,huawei,128.0,66.0,1,0,kirin,3,1,48.0,16.0,8,2631.8054639353572,417.7468990373583
Nova,1,0,0,0,8.0,4500,0,0,0.0,42990,huawei,128.0,100.0,0,0,snapdragon,3,2,50.0,60.0,8,2910.8596668338378,429.330334341274
Nova,1,1,1,0,8.0,4000,1,1,0.0,59999,huawei,128.0,40.0,0,0,snapdragon,3,1,48.0,10.7,8,2631.8054639353572,391.0557895892061
P,1,1,0,0,8.0,4000,1,1,0.0,59990,huawei,128.0,40.0,0,0,snapdragon,3,1,48.0,10.7,8,2631.8054639353572,391.0557895892061
Pura,1,1,1,0,16.0,5200,0,0,0.0,115990,huawei,512.0,100.0,0,0,kirin,3,1,50.0,13.0,8,3110.6166591208244,457.4436263412977
Pura,1,1,1,0,12.0,5050,0,0,0.0,74990,huawei,256.0,100.0,0,0,kirin,3,1,50.0,13.0,8,3110.6166591208244,457.4436263412977
Pura,1,1,1,0,16.0,5050,0,0,0.0,93990,huawei,512.0,100.0,0,0,kirin,3,1,50.0,13.0,8,3110.6166591208244,457.4436263412977
Mate,1,1,1,1,12.0,5000,0,0,256.0,84990,huawei,256.0,100.0,0,0,kirin,3,2,50.0,16.0,8,2883.123306416151,423.98872153178695
Pura,1,1,1,0,12.0,4900,0,0,0.0,63990,huawei,256.0,66.0,0,0,kirin,3,1,50.0,13.0,8,3032.3482649590233,459.44670681197323
Mate,1,1,1,1,12.0,5000,0,0,256.0,79990,huawei,256.0,88.0,0,0,kirin,3,2,50.0,13.0,8,2883.123306416151,422.745352846943
Mate,1,1,1,0,8.0,4500,0,0,0.0,99990,huawei,256.0,66.0,0,0,kirin,3,1,64.0,13.0,8,3509.073951913809,519.0937798689067
Pura,1,1,1,0,16.0,5500,0,0,0.0,129990,huawei,512.0,120.0,0,0,kirin,3,1,50.0,50.0,8,3718.6018878067603,545.2495436666803
Mate,1,1,1,0,12.0,4750,0,0,256.0,69990,huawei,256.0,100.0,0,0,kirin,3,1,50.0,13.0,8,2950.254226333724,438.37358489356967
Mate,1,1,1,1,16.0,5000,0,0,256.0,134990,huawei,512.0,88.0,0,0,kirin,3,1,48.0,13.0,8,2997.665758552811,439.54043380539747
Mate,1,1,0,0,8.0,4400,0,0,256.0,69990,huawei,128.0,66.0,0,0,kirin,3,2,50.0,13.0,8,3080.6362979098976,455.7154286848961
Mate,1,1,1,0,12.0,4400,0,0,256.0,121999,huawei,256.0,66.0,0,0,kirin,1,2,50.0,13.0,8,3080.6362979098976,455.7154286848961
Mate,1,1,1,0,12.0,4400,0,0,256.0,191999,huawei,512.0,66.0,0,0,kirin,4,2,50.0,13.0,8,3080.6362979098976,455.7154286848961
P,1,1,1,0,8.0,4200,0,0,256.0,82990,huawei,256.0,40.0,0,0,kirin,4,2,50.0,32.0,8,2899.9310336626972,440.71900207639777
Pura,1,1,1,0,12.0,4900,0,0,0.0,69990,huawei,256.0,66.0,0,0,kirin,3,1,108.0,16.0,8,3032.3482649590233,454.6249272802134
Pocket,1,1,0,0,12.0,4520,1,1,0.0,92990,huawei,256.0,66.0,0,0,kirin,4,1,50.0,10.7,8,2920.033561450964,420.7541154828478
Pocket,1,1,0,0,8.0,4520,1,1,0.0,79990,huawei,128.0,66.0,0,0,kirin,2,1,50.0,12.0,8,3032.399050257073,439.4781232256628
Play,1,1,1,0,6.0,5200,0,0,1024.0,9990,honor,128.0,66.0,0,0,snapdragon,1,1,13.0,5.0,8,1765.4869016789673,269.1291008656963
X,1,1,0,0,2.0,5000,0,0,1024.0,8990,honor,32.0,66.0,1,0,helio,1,1,8.0,5.0,8,1754.5369759569046,269.92876553183146
Play,1,1,1,0,4.0,5000,0,0,1024.0,9999,honor,128.0,66.0,1,0,snapdragon,1,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
Play,1,0,0,0,6.0,5000,0,0,512.0,11999,honor,128.0,66.0,1,0,helio,2,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
X,1,1,0,0,2.0,5000,0,0,1024.0,10990,honor,32.0,66.0,0,0,helio,1,1,13.0,5.0,8,1754.5369759569046,267.45990487147935
Play,1,1,1,0,6.0,5000,0,0,1024.0,11990,honor,128.0,22.5,0,0,snapdragon,2,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
X,1,1,0,0,4.0,5000,0,0,1024.0,11999,honor,64.0,10.0,1,0,helio,3,1,50.0,5.0,8,1754.5369759569046,269.92876553183146
X,1,1,0,0,4.0,5200,0,0,1024.0,12990,honor,128.0,22.5,0,0,helio,3,1,50.0,5.0,8,1765.4869016789673,269.1291008656963
X,1,1,1,0,8.0,4800,0,0,0.0,16999,honor,128.0,66.0,0,0,snapdragon,3,1,48.0,16.0,8,2620.867032109794,384.8556581659022
X,1,1,0,0,8.0,4500,0,0,1024.0,17990,honor,128.0,35.0,0,0,snapdragon,3,1,108.0,50.0,8,2642.7531099215453,394.44076267485747
X,1,1,1,0,12.0,4500,0,0,0.0,18990,honor,256.0,35.0,0,0,dimensity,2,1,108.0,8.0,8,2631.8054639353572,392.8067856619936
X,1,1,0,0,6.0,4000,0,0,0.0,16999,honor,128.0,22.5,0,0,snapdragon,4,1,64.0,16.0,8,2620.867032109794,391.1741838969842
X,1,1,1,0,8.0,4500,0,0,0.0,17990,honor,256.0,35.0,0,0,dimensity,2,1,100.0,8.0,8,2620.867032109794,391.1741838969842
Play,1,1,1,0,8.0,4000,0,0,0.0,17990,honor,128.0,40.0,0,0,dimensity,2,1,50.0,8.0,8,2620.867032109794,391.1741838969842
X,1,1,1,0,8.0,4000,0,0,0.0,18990,honor,128.0,40.0,0,0,dimensity,2,1,50.0,8.0,8,2620.867032109794,391.1741838969842
Other,1,1,1,0,8.0,5000,0,0,0.0,25499,honor,256.0,66.0,0,0,snapdragon,3,1,200.0,50.0,8,2921.7967075072147,436.08906082197234
X,1,1,1,0,8.0,5800,0,0,0.0,21999,honor,256.0,35.0,0,0,snapdragon,3,1,108.0,16.0,8,2919.1615234515543,430.5547969692558
Other,1,1,1,0,8.0,4300,0,0,0.0,24990,honor,128.0,66.0,0,0,dimensity,3,1,64.0,16.0,8,2577.2077913897438,386.38797472110105
Other,1,1,1,0,8.0,4500,0,0,0.0,24990,honor,256.0,35.0,0,0,dimensity,3,1,100.0,16.0,8,2620.867032109794,391.1741838969842
X,1,1,1,1,12.0,5800,0,0,0.0,23999,honor,256.0,35.0,0,0,snapdragon,2,1,108.0,8.0,8,2919.1615234515543,430.5547969692558
Other,1,1,1,0,4.0,5330,0,0,0.0,21990,honor,128.0,15.0,0,1,dimensity,3,1,108.0,8.0,8,2642.7531099215453,388.64016322375664
X,1,1,1,1,8.0,4800,0,0,0.0,24990,honor,256.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,2620.867032109794,391.1741838969842
X,1,1,1,0,6.0,5100,0,0,0.0,23990,honor,128.0,40.0,0,0,snapdragon,2,1,50.0,8.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,4500,0,0,0.0,24990,honor,128.0,67.0,1,0,dimensity,3,1,64.0,8.0,8,2631.8054639353572,371.1996423039996
Phone,1,1,1,0,8.0,4700,0,0,0.0,39999,nothing,128.0,45.0,0,0,snapdragon,2,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
P,1,1,0,0,8.0,5000,0,0,1024.0,7319,other,128.0,18.0,0,0,unisoc,2,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
S,1,0,0,0,8.0,5000,0,0,1024.0,10999,other,128.0,18.0,0,0,helio,2,1,108.0,8.0,8,1765.4869016789673,267.49801540590414
P,1,1,1,0,6.0,5000,0,0,1024.0,10749,other,128.0,18.0,0,0,dimensity,2,1,50.0,8.0,8,1754.5369759569046,265.83893575104617
P,1,1,1,0,4.0,5000,0,0,1024.0,10489,other,64.0,18.0,0,0,dimensity,2,1,50.0,8.0,8,1754.5369759569046,265.83893575104617
P,1,1,0,0,8.0,5000,0,0,1024.0,10999,other,256.0,45.0,0,0,unisoc,2,1,50.0,16.0,8,1791.0890541790488,268.5290935800673
S,1,1,0,0,8.0,5000,0,0,0.0,14499,other,256.0,18.0,0,1,unisoc,2,1,50.0,32.0,8,2631.8054639353572,388.1718973355984
Blaze,1,1,1,0,4.0,5000,0,0,1024.0,8799,lava,128.0,18.0,0,0,dimensity,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Blaze,1,1,1,0,8.0,5000,0,0,1024.0,9799,lava,128.0,18.0,0,0,dimensity,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Yuva,1,1,1,0,8.0,5000,0,0,1024.0,9990,lava,128.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,1754.5369759569046,266.6469568323563
O,1,1,0,0,8.0,5000,0,0,512.0,7999,lava,128.0,18.0,0,0,unisoc,2,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Blaze,1,1,1,0,6.0,5000,0,0,1024.0,9099,lava,128.0,18.0,0,0,dimensity,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Blaze,1,1,1,0,4.0,5000,0,0,1024.0,9999,lava,64.0,18.0,0,0,dimensity,2,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Yuva,1,1,0,0,4.0,5000,0,0,512.0,6999,lava,64.0,18.0,0,0,unisoc,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
Yuva,1,1,0,0,4.0,5000,0,0,512.0,7299,lava,128.0,18.0,0,0,unisoc,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
Yuva,1,1,0,0,8.0,5000,0,0,512.0,8346,lava,128.0,18.0,0,0,unisoc,2,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Yuva,1,1,0,0,4.0,5000,0,0,256.0,6999,lava,64.0,10.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
O,1,1,0,0,6.0,5000,0,0,1024.0,8990,lava,128.0,33.0,0,0,helio,2,1,48.0,16.0,8,1754.5369759569046,261.871190441329
Yuva,1,1,0,0,6.0,5000,0,0,1024.0,8499,lava,128.0,18.0,0,0,helio,2,1,50.0,8.0,8,1754.5369759569046,265.83893575104617
O,1,1,0,0,4.0,5000,0,0,256.0,6999,lava,64.0,18.0,0,0,unisoc,2,1,13.0,5.0,8,1754.5369759569046,267.45990487147935
Blaze,1,1,0,0,8.0,5000,0,0,256.0,9999,lava,128.0,18.0,0,0,unisoc,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
Blaze,1,1,0,0,6.0,5000,0,0,1024.0,7949,lava,128.0,18.0,0,0,unisoc,2,1,13.0,8.0,8,1754.5369759569046,269.92876553183146
Blaze,1,1,0,0,6.0,5000,0,0,256.0,8499,lava,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
X,1,1,0,0,3.0,5000,0,0,1024.0,7990,lava,64.0,18.0,1,0,helio,2,1,13.0,8.0,8,1754.5369759569046,265.83893575104617
Blaze,1,1,0,0,4.0,5000,0,0,256.0,6999,lava,64.0,18.0,1,0,helio,3,1,13.0,8.0,8,1754.5369759569046,269.92876553183146
Z,1,1,0,0,4.0,4000,0,0,512.0,9999,lava,64.0,7.5,1,0,helio,2,1,50.0,16.0,8,1754.5369759569046,269.5141284111989
Cool,1,1,1,0,6.0,4500,0,0,0.0,23990,other,128.0,18.0,0,0,dimensity,3,1,64.0,16.0,8,2620.867032109794,391.1741838969842
Other,1,1,0,0,2.0,3000,0,0,1024.0,7990,tcl,32.0,10.0,0,0,helio,1,1,5.0,2.0,8,1218.2216547082062,203.0369424513677
Other,1,0,0,0,4.0,5010,0,0,1024.0,9990,tcl,64.0,10.0,0,0,helio,2,1,50.0,5.0,8,1754.5369759569046,259.93140384546734
Other,1,1,0,0,2.0,3000,0,0,1024.0,7999,tcl,32.0,18.0,0,0,helio,1,1,8.0,5.0,4,1073.312629199899,178.88543819998316
Other,1,1,0,0,4.0,5000,0,0,1024.0,9990,tcl,64.0,10.0,1,0,helio,2,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
Ion,1,1,0,0,3.0,3000,0,0,1024.0,8990,tcl,32.0,10.0,0,0,helio,1,1,13.0,5.0,8,1609.9689437998486,268.32815729997475
Other,1,1,0,0,3.0,3000,0,0,512.0,7990,tcl,32.0,18.0,1,0,helio,1,1,13.0,8.0,4,1718.1385275931623,281.6620537037971
Other,1,1,1,0,2.0,5000,0,0,1024.0,10999,tcl,32.0,10.0,0,0,helio,2,1,13.0,5.0,8,1754.5369759569046,265.83893575104617
Other,1,1,1,0,8.0,5010,0,0,1024.0,13999,tcl,128.0,18.0,0,0,dimensity,2,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
Other,1,1,0,0,4.0,5010,0,0,1024.0,13990,tcl,64.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,265.83893575104617
Other,1,1,0,0,4.0,5000,0,0,1024.0,13999,tcl,128.0,33.0,0,1,helio,2,1,50.0,8.0,8,2686.6335812685734,396.2586403050993
Other,1,1,0,0,4.0,5000,0,0,1024.0,12990,tcl,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,1791.0890541790488,265.3465265450443
Other,1,1,0,0,4.0,5010,0,0,1024.0,13990,tcl,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,259.93140384546734
Other,1,1,1,0,4.0,4500,0,0,1024.0,14990,tcl,64.0,18.0,0,0,dimensity,3,1,13.0,8.0,8,1754.5369759569046,269.1007631835743
Other,1,1,1,0,4.0,5000,0,0,1024.0,13990,tcl,64.0,18.0,0,0,dimensity,3,1,13.0,8.0,8,1765.4869016789673,269.1291008656963
Other,1,1,0,0,6.0,5000,0,0,512.0,14499,tcl,64.0,18.0,1,0,helio,4,1,50.0,13.0,8,1791.0890541790488,262.6230284720013
Other,1,1,0,0,6.0,5000,0,0,1024.0,19990,tcl,128.0,33.0,0,0,dimensity,3,1,50.0,16.0,8,2683.281572999748,394.6002313234923
Other,1,1,1,0,6.0,5010,0,0,1024.0,15990,tcl,128.0,33.0,0,0,dimensity,2,1,50.0,8.0,8,1754.5369759569046,265.83893575104617
Other,1,1,0,0,8.0,5010,0,0,1024.0,17999,tcl,256.0,33.0,0,0,helio,3,1,50.0,32.0,8,2686.6335812685734,396.2586403050993
Other,1,1,1,0,4.0,5000,0,0,1024.0,15990,tcl,64.0,18.0,0,0,dimensity,3,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
Stylus,1,1,1,0,4.0,4000,0,0,2048.0,19990,tcl,128.0,18.0,0,1,dimensity,4,1,50.0,13.0,8,2686.6335812685734,394.5130075284249
Other,1,1,1,0,4.0,5000,0,0,1024.0,18999,tcl,64.0,15.0,0,0,dimensity,3,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
Other,1,1,0,0,8.0,5000,0,0,1024.0,24990,tcl,128.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2683.281572999748,394.6002313234923
Other,1,1,1,0,6.0,5000,0,0,1024.0,23990,tcl,256.0,18.0,0,0,dimensity,2,1,50.0,16.0,8,1765.4869016789673,267.49801540590414
Other,1,1,1,0,6.0,5000,0,0,1024.0,22499,tcl,256.0,15.0,0,0,dimensity,3,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
Trifold,1,1,1,1,12.0,4600,1,1,0.0,119990,tcl,256.0,67.0,0,0,snapdragon,3,1,50.0,32.0,8,2887.3267913417767,288.73267913417766
